,seasonal_orders,orders,results
38871,"(3, 1, 3, 5)","(4, 1, 4)",2.146209602351898
38872,"(2, 1, 3, 5)","(2, 1, 4)",2.14296254200066
38873,"(2, 1, 3, 5)","(1, 1, 4)",2.141476649513114
38874,"(2, 1, 4, 5)","(2, 1, 3)",2.1386882538213827
38875,"(1, 1, 3, 5)","(2, 3, 4)",2.135038380703895
38876,"(2, 1, 1, 5)","(1, 1, 3)",2.1324848315009106
38877,"(2, 1, 5, 2)","(1, 3, 1)",2.1317930845333937
38878,"(2, 1, 4, 2)","(1, 3, 1)",2.123729876060163
38879,"(3, 1, 4, 2)","(1, 3, 1)",2.119718573628326
38880,"(2, 1, 3, 5)","(3, 1, 2)",2.1194884800016394
38881,"(1, 2, 2, 5)","(4, 2, 3)",2.1163835493245284
38882,"(2, 1, 3, 5)","(2, 1, 2)",2.1050266347802777
38883,"(1, 1, 4, 5)","(2, 1, 3)",2.10049346575862
38884,"(2, 1, 1, 5)","(1, 3, 3)",2.097192169342649
38885,"(2, 1, 1, 5)","(1, 2, 1)",2.09284352503269
38886,"(1, 1, 3, 5)","(2, 1, 3)",2.0886314065565506
38887,"(2, 1, 3, 5)","(2, 1, 3)",2.087690650424897
38888,"(3, 1, 1, 5)","(4, 1, 1)",2.0834614147344586
38889,"(1, 1, 4, 5)","(2, 1, 4)",2.078456785814389
38890,"(2, 1, 4, 5)","(2, 1, 4)",2.0715349453729486
38891,"(1, 4, 5, 2)","(1, 2, 1)",2.071315204568332
38892,"(1, 1, 3, 5)","(2, 1, 4)",2.063719831751581
38893,"(2, 1, 4, 5)","(3, 1, 2)",2.0599236314703684
38894,"(2, 1, 4, 5)","(1, 1, 4)",2.059268293306624
38895,"(2, 1, 4, 5)","(4, 1, 1)",2.0580585659070065
38896,"(2, 1, 4, 5)","(2, 1, 2)",2.0525840308538212
38897,"(2, 1, 4, 5)","(1, 1, 3)",2.045313770560898
38898,"(1, 1, 4, 5)","(3, 1, 2)",2.0415065918401787
38899,"(2, 1, 3, 5)","(1, 1, 3)",2.039225430121302
38900,"(1, 1, 5, 5)","(2, 1, 3)",2.038429044160694
38901,"(1, 1, 5, 5)","(1, 3, 4)",2.0374603503662545
38902,"(1, 1, 5, 5)","(1, 1, 2)",2.034815358343978
38903,"(1, 1, 5, 5)","(2, 1, 4)",2.0327379240765056
38904,"(3, 1, 2, 5)","(1, 2, 1)",2.032731065683506
38905,"(2, 1, 4, 5)","(4, 1, 4)",2.031652555618263
38906,"(1, 1, 4, 5)","(2, 1, 2)",2.028207124783785
38907,"(3, 1, 5, 5)","(3, 1, 2)",2.023382567710341
38908,"(1, 1, 5, 5)","(3, 1, 2)",2.0218248423153566
38909,"(1, 1, 5, 5)","(2, 1, 2)",2.017390479234681
38910,"(1, 1, 4, 5)","(4, 1, 4)",2.016661471467973
38911,"(1, 1, 4, 5)","(1, 1, 4)",2.014452205586298
38912,"(1, 1, 3, 5)","(1, 1, 4)",2.013501342406278
38913,"(3, 1, 2, 5)","(4, 1, 3)",2.010723354371912
38914,"(3, 1, 4, 5)","(1, 3, 3)",2.0082601989272297
38915,"(3, 1, 1, 5)","(4, 1, 2)",1.9959961604056708
38916,"(2, 1, 4, 5)","(3, 1, 3)",1.9928115064738068
38917,"(2, 1, 2, 5)","(3, 1, 3)",1.9886559037929668
38918,"(2, 1, 3, 5)","(3, 1, 3)",1.9867188075870714
38919,"(1, 1, 5, 5)","(1, 1, 4)",1.984355111329825
38920,"(1, 1, 5, 5)","(4, 1, 2)",1.9789206979578955
38921,"(2, 1, 4, 5)","(1, 2, 1)",1.978871800427246
38922,"(2, 1, 5, 5)","(3, 1, 1)",1.96933091505852
38923,"(1, 1, 5, 5)","(1, 1, 3)",1.9677543635454944
38924,"(2, 1, 1, 5)","(1, 3, 2)",1.955751802046202
38925,"(3, 1, 3, 5)","(3, 1, 4)",1.9528244597952589
38926,"(1, 1, 4, 5)","(1, 3, 4)",1.9455106593423535
38927,"(3, 1, 3, 5)","(1, 3, 4)",1.93923063198052
38928,"(2, 3, 5, 2)","(1, 3, 1)",1.9375169928201794
38929,"(1, 1, 3, 5)","(1, 3, 4)",1.933458648236084
38930,"(2, 1, 3, 5)","(4, 4, 2)",1.9325625502427919
38931,"(2, 1, 5, 5)","(2, 1, 1)",1.9269645444051875
38932,"(1, 1, 5, 5)","(4, 1, 1)",1.9035723156544129
38933,"(3, 1, 3, 5)","(1, 1, 3)",1.8919308110530533
38934,"(3, 1, 3, 5)","(2, 1, 2)",1.8915057450093125
38935,"(3, 1, 3, 5)","(2, 1, 4)",1.8888691049102828
38936,"(3, 1, 1, 5)","(4, 1, 3)",1.8807716459637034
38937,"(3, 1, 3, 5)","(2, 1, 1)",1.878993550125809
38938,"(3, 1, 3, 5)","(4, 1, 3)",1.8782275729879845
38939,"(1, 1, 5, 5)","(1, 3, 3)",1.869270246169201
38940,"(2, 1, 2, 5)","(1, 3, 4)",1.8656186175215688
38941,"(3, 1, 3, 5)","(3, 1, 2)",1.8630256525228808
38942,"(1, 1, 4, 5)","(1, 4, 4)",1.8628278443152935
38943,"(2, 1, 2, 5)","(4, 1, 3)",1.8594097375832843
38944,"(2, 1, 2, 5)","(2, 1, 1)",1.8553175454827826
38945,"(2, 1, 5, 5)","(3, 1, 4)",1.8528251504053581
38946,"(3, 1, 3, 5)","(3, 1, 1)",1.8432159794413465
38947,"(2, 1, 2, 5)","(3, 1, 1)",1.8269539092297598
38948,"(2, 1, 5, 5)","(2, 1, 4)",1.8267424518365196
38949,"(3, 1, 3, 5)","(2, 1, 3)",1.825436999456048
38950,"(3, 1, 3, 5)","(1, 1, 4)",1.8243075610570054
38951,"(3, 1, 3, 5)","(3, 1, 3)",1.8222564511429553
38952,"(3, 1, 4, 5)","(3, 1, 4)",1.7979417226540404
38953,"(2, 1, 5, 5)","(1, 1, 1)",1.7973569164906964
38954,"(3, 1, 3, 5)","(4, 1, 2)",1.7931530169989167
38955,"(3, 1, 2, 5)","(3, 1, 1)",1.7876579729260653
38956,"(3, 1, 2, 5)","(2, 1, 1)",1.786403450513687
38957,"(2, 1, 5, 5)","(3, 1, 2)",1.7814330696405332
38958,"(3, 1, 2, 5)","(4, 1, 2)",1.7807746403904852
38959,"(3, 1, 4, 5)","(1, 1, 3)",1.7770761036615104
38960,"(2, 1, 5, 5)","(2, 1, 2)",1.774992529887141
38961,"(3, 1, 4, 5)","(2, 1, 4)",1.7745713136276158
38962,"(2, 1, 3, 5)","(4, 1, 3)",1.7655299037899954
38963,"(2, 1, 5, 5)","(2, 1, 3)",1.7586438525053552
38964,"(3, 1, 4, 5)","(1, 1, 4)",1.7551399948651014
38965,"(3, 1, 5, 5)","(2, 1, 4)",1.7531977559780605
38966,"(1, 1, 3, 5)","(1, 5, 4)",1.751927731566416
38967,"(2, 1, 2, 5)","(4, 1, 2)",1.7466622592294212
38968,"(2, 1, 3, 5)","(3, 1, 1)",1.745914453692825
38969,"(1, 1, 5, 5)","(4, 1, 4)",1.724798463756632
38970,"(2, 1, 5, 5)","(1, 1, 4)",1.7217282868138353
38971,"(2, 1, 5, 5)","(1, 1, 2)",1.7205417622536314
38972,"(3, 1, 5, 5)","(1, 1, 4)",1.718268214342008
38973,"(2, 1, 5, 5)","(1, 1, 3)",1.6922176858353601
38974,"(3, 1, 5, 5)","(1, 5, 4)",1.691707680898479
38975,"(2, 1, 4, 5)","(3, 1, 1)",1.691101597231009
38976,"(2, 1, 3, 5)","(2, 1, 1)",1.6883097301913885
38977,"(2, 1, 2, 5)","(4, 1, 1)",1.660649814552092
38978,"(2, 1, 5, 5)","(4, 1, 4)",1.6480062928051584
38979,"(3, 1, 4, 5)","(3, 1, 3)",1.6385693922641604
38980,"(3, 1, 4, 5)","(2, 1, 2)",1.6112447569599841
38981,"(2, 1, 5, 5)","(3, 1, 3)",1.5983368073585762
38982,"(3, 1, 4, 5)","(2, 1, 3)",1.5972537669698346
38983,"(3, 1, 4, 5)","(2, 1, 1)",1.5931378419201734
38984,"(3, 1, 4, 5)","(3, 1, 2)",1.5914538780546599
38985,"(3, 1, 5, 5)","(1, 1, 3)",1.5863860428298162
38986,"(3, 1, 4, 5)","(3, 1, 1)",1.5680779139046817
38987,"(3, 1, 5, 5)","(3, 1, 3)",1.5483643200993185
38988,"(3, 1, 5, 5)","(3, 1, 4)",1.5457169140863143
38989,"(2, 1, 2, 5)","(4, 1, 4)",1.5294435221924618
38990,"(3, 1, 4, 5)","(4, 1, 2)",1.5281112940316046
38991,"(3, 1, 5, 5)","(2, 1, 3)",1.5175314093329626
38992,"(2, 1, 5, 5)","(4, 1, 1)",1.4681868430610276
38993,"(3, 1, 5, 5)","(4, 1, 2)",1.4656383556966777
38994,"(3, 1, 5, 5)","(2, 1, 1)",1.4649912505002574
38995,"(3, 1, 5, 5)","(3, 1, 1)",1.4620602402948037
38996,"(2, 1, 5, 5)","(4, 1, 2)",1.4482936917215488
38997,"(3, 1, 5, 5)","(4, 1, 4)",1.4431388554494597
38998,"(2, 1, 3, 5)","(4, 1, 4)",1.4169538131282964
38999,"(3, 1, 4, 5)","(4, 1, 4)",1.412368796450081
