,seasonal_orders,orders,results
39045,"(5, 1, 1, 5)","(3, 1, 2)",1.530646233259649
39046,"(5, 1, 2, 5)","(1, 1, 4)",1.5270298217091238
39047,"(4, 1, 2, 5)","(1, 1, 2)",1.526153608124071
39048,"(5, 1, 4, 5)","(1, 1, 4)",1.5257863341444426
39049,"(5, 1, 2, 5)","(2, 1, 2)",1.5253046474730387
39050,"(4, 1, 3, 5)","(1, 1, 4)",1.5252923830741092
39051,"(5, 1, 1, 5)","(2, 1, 2)",1.5225077022164195
39052,"(4, 1, 5, 5)","(1, 1, 3)",1.5223691263685795
39053,"(4, 1, 2, 5)","(1, 1, 4)",1.5189422237875416
39054,"(5, 1, 2, 5)","(3, 1, 2)",1.5177660679887706
39055,"(5, 1, 5, 5)","(1, 1, 4)",1.5161061794332247
39056,"(5, 1, 1, 5)","(3, 1, 3)",1.514461565316224
39057,"(4, 1, 4, 5)","(1, 1, 2)",1.513838929135058
39058,"(5, 1, 3, 5)","(2, 1, 2)",1.5134154268821407
39059,"(5, 1, 3, 5)","(2, 1, 3)",1.5131619243587349
39060,"(5, 1, 4, 5)","(3, 1, 2)",1.5105460404275142
39061,"(4, 1, 4, 5)","(2, 1, 2)",1.509924628316134
39062,"(4, 1, 2, 5)","(4, 1, 4)",1.5097140396088071
39063,"(4, 1, 4, 5)","(3, 1, 2)",1.5079650249476522
39064,"(4, 1, 3, 5)","(3, 1, 1)",1.5074870261987143
39065,"(4, 1, 4, 5)","(1, 1, 4)",1.5048691344360592
39066,"(4, 1, 4, 5)","(2, 1, 1)",1.4975769351229826
39067,"(4, 1, 2, 5)","(2, 1, 3)",1.4973062660726988
39068,"(5, 1, 4, 5)","(2, 1, 2)",1.4938933501606466
39069,"(4, 1, 5, 5)","(4, 1, 4)",1.4911820783595287
39070,"(4, 1, 5, 5)","(1, 1, 2)",1.4888603784103078
39071,"(5, 1, 5, 5)","(4, 1, 4)",1.4867710880902962
39072,"(5, 1, 5, 5)","(2, 1, 3)",1.486573113943159
39073,"(5, 1, 3, 5)","(3, 1, 2)",1.4830292316932812
39074,"(4, 1, 5, 5)","(1, 1, 4)",1.4820141050705717
39075,"(4, 1, 4, 5)","(3, 1, 1)",1.480743588819599
39076,"(4, 1, 2, 5)","(2, 1, 2)",1.479162147954259
39077,"(4, 1, 4, 5)","(4, 1, 4)",1.472137279087325
39078,"(4, 1, 3, 5)","(2, 1, 2)",1.4711013810815408
39079,"(5, 1, 3, 5)","(1, 1, 4)",1.4689315854167087
39080,"(5, 1, 5, 5)","(2, 1, 2)",1.4686153210441861
39081,"(5, 1, 2, 5)","(3, 1, 3)",1.4678297116783814
39082,"(4, 1, 2, 5)","(3, 1, 2)",1.4638780077003268
39083,"(4, 1, 3, 5)","(3, 1, 2)",1.4624575392417825
39084,"(5, 1, 4, 5)","(3, 1, 3)",1.4611257429363207
39085,"(4, 1, 3, 5)","(3, 1, 3)",1.460568244807348
39086,"(5, 1, 2, 5)","(2, 1, 4)",1.459357549837652
39087,"(4, 1, 2, 5)","(3, 1, 3)",1.4575476358375061
39088,"(4, 1, 5, 5)","(2, 1, 2)",1.456304423694865
39089,"(5, 1, 5, 5)","(2, 1, 4)",1.4552714790153887
39090,"(4, 1, 2, 5)","(2, 1, 4)",1.449684183684255
39091,"(4, 1, 5, 5)","(3, 1, 2)",1.4479983986695446
39092,"(5, 1, 5, 5)","(3, 1, 2)",1.4476070848259948
39093,"(5, 1, 4, 5)","(2, 1, 3)",1.4464309834408016
39094,"(4, 1, 4, 5)","(3, 1, 3)",1.4458393603761908
39095,"(4, 1, 1, 5)","(2, 1, 4)",1.4456267096809754
39096,"(5, 1, 3, 5)","(2, 1, 1)",1.4449502497184528
39097,"(4, 1, 5, 5)","(3, 1, 3)",1.4443670173919763
39098,"(4, 1, 2, 5)","(2, 1, 1)",1.4416902382781331
39099,"(5, 1, 5, 5)","(3, 1, 3)",1.4389443587936834
39100,"(5, 1, 2, 5)","(2, 1, 1)",1.4338700418793073
39101,"(5, 1, 3, 5)","(3, 1, 3)",1.4290651856420518
39102,"(5, 1, 4, 5)","(2, 1, 1)",1.4219257810762511
39103,"(4, 1, 5, 5)","(2, 1, 1)",1.4207130098065774
39104,"(4, 1, 5, 5)","(2, 1, 3)",1.4182454328742562
39105,"(5, 1, 5, 5)","(3, 1, 4)",1.4175496797793903
39106,"(5, 1, 1, 5)","(2, 1, 1)",1.414675212855343
39107,"(4, 1, 2, 5)","(1, 2, 1)",1.4139526069207147
39108,"(5, 1, 3, 5)","(2, 1, 4)",1.4107327122197635
39109,"(5, 1, 1, 5)","(2, 1, 3)",1.3965389529293073
39110,"(5, 1, 4, 5)","(2, 1, 4)",1.3876737950782254
39111,"(5, 1, 5, 5)","(2, 1, 1)",1.3816937729156487
39112,"(4, 1, 5, 5)","(3, 1, 4)",1.3692727962300453
39113,"(4, 1, 2, 5)","(4, 1, 2)",1.3346054207352989
39114,"(5, 1, 1, 5)","(2, 1, 4)",1.3316175532810597
39115,"(4, 1, 2, 5)","(4, 1, 1)",1.3247438991300562
39116,"(4, 1, 4, 5)","(4, 1, 2)",1.3195249963157845
39117,"(4, 1, 3, 5)","(4, 1, 2)",1.3131604627742206
39118,"(5, 1, 5, 5)","(4, 1, 2)",1.3129149649377552
39119,"(4, 1, 5, 5)","(4, 1, 2)",1.2999729842928542
39120,"(5, 1, 1, 5)","(4, 1, 1)",1.2980822593736527
39121,"(4, 1, 5, 5)","(3, 1, 1)",1.2844902486095535
39122,"(4, 1, 2, 5)","(3, 1, 1)",1.269871905818418
39123,"(5, 1, 5, 5)","(3, 1, 1)",1.2656636522654672
39124,"(5, 1, 1, 5)","(3, 1, 1)",1.2544921724604994
